Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecada=C3=A7=C3=A3o_Total,Ganhadores_15_N=C3=BAmeros,Cidade,Ganhadores_14_N=C3=BAmeros,Ganhadores_13_N=C3=BAmeros,Ganhadores_12_N=C3=BAmeros,Ganhadores_11_N=C3=BAmeros,Valor_Rateio_15_N=C3=BAmeros,Valor_Rateio_14_N=C3=BAmeros,Valor_Rateio_13_N=C3=BAmeros,Valor_Rateio_12_N=C3=BAmeros,Valor_Rateio_11_N=C3=BAmeros,Acumulado_15_N=C3=BAmeros,Estimativa_Pr=C3=AAmio,Valor_Acumulado_Especial
2303,09/08/2021,1.0,3.0,5.0,007=,8.0,10.0,11.0,12.0,15.0,18.0,19.0,20.0,21.0,22.0,024,"R$18.481.= 585,00",9.0,MACEIOAL BOM JESUS DA LAPABA PINDORETAMACE DOURADOSMS COLNIZAMT CUIABAMT PATO BRANCOPR SAO JOSE DOS CAMPOSSP SAO PAULOSP,MACEIO,AL,BOM JESUS DA LAPA,BA,PINDORETAMA,CE,DOURADOS,MS,COLNIZA,MT,CUIABA,MT
2304,10/08/2021,1.0,2.0,6.0,008=,9.0,11.0,12.0,13.0,14.0,16.0,18.0,20.0,21.0,22.0,024,"R$16.868.= 070,00",1.0,NATALRN,NATAL,RN,298,9296,105272,548986,"R$1= .424.500,12","R$1.431,85","R$25,00","R$10,00","R$5,= 00","R$0,00"
2305,11/08/2021,1.0,5.0,7.0,008=,10.0,11.0,14.0,16.0,17.0,18.0,19.0,22.0,23.0,24.0,025,"R$17.870.= 647,50",0.0,,252,8363,110960,609114,"R$0= ,00","R$1.745,03","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$97.118.929,58",
2306,12/08/2021,1.0,4.0,5.0,006=,7.0,8.0,9.0,11.0,14.0,15.0,16.0,18.0,20.0,21.0,022,"R$23.006.= 507,50",1.0,UBERABAMG,UBERABA,MG,286,10136,128694,719789,"R$= 3.566.055,04","R$1.538,10","R$25,00","R$10,00","R$5= ,00","R$0,00"
2307,13/08/2021,1.0,4.0,5.0,006=,8.0,9.0,11.0,12.0,13.0,14.0,15.0,17.0,19.0,20.0,023,"R$18.544.= 595,00",0.0,,238,8606,109421,645912,"R$0= ,00","R$1.338,30","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$97.994.020,37",
2308,14/08/2021,1.0,2.0,3.0,004=,6.0,10.0,15.0,17.0,18.0,19.0,20.0,22.0,23.0,24.0,025,"R$20.868.= 475,00",1.0,CANAL ELETRONICO--,CANAL ELETRONICO,--,265,8835,117444,690695,"R$3= .340.869,43","R$1.441,47","R$25,00","R$10,00","R$5,= 00","R$0,00"
2309,16/08/2021,1.0,3.0,4.0,007=,9.0,10.0,11.0,12.0,13.0,17.0,18.0,19.0,22.0,24.0,025,"R$17.810.= 905,00",8.0,BELO HORIZONTEMG OURO VERDE DE MINASMG POUSO ALEGREMG PATOSPB CANOASRS CAMPINASSP SAO BERNARDO DO CAMPOSP,BELO HORIZONTE,MG,OURO VERDE DE MINAS,MG,POUSO ALEGRE,MG,PATOS,PB,CANOAS,RS,CAMPINAS,SP
2310,17/08/2021,1.0,3.0,5.0,006=,7.0,10.0,11.0,13.0,16.0,18.0,20.0,22.0,23.0,24.0,025,"R$24.051.= 530,00",6.0,CANAL ELETRONICO-- IRECEBA BELO HORIZONTEMG PADRE PARAISOMG ROLANDIAPR ROSANASP,CANAL ELETRONICO,--,IRECE,BA,BELO HORIZONTE,MG,PADRE PARAISO,MG,ROLANDIA,PR,ROSANA,SP
2311,18/08/2021,1.0,3.0,4.0,005=,9.0,10.0,12.0,13.0,14.0,15.0,18.0,19.0,20.0,21.0,025,"R$17.164.= 657,50",0.0,,248,9465,121279,652298,"R$0= ,00","R$1.431,03","R$25,00","R$10,00","R$5,00","R$3.000.000,00","R$99.292.524,78",
2312,19/08/2021,1.0,2.0,3.0,006=,7.0,10.0,11.0,12.0,14.0,15.0,18.0,20.0,21.0,22.0,025,"R$21.439.= 065,00",2.0,GOIANIAGO PONTALINAGO,GOIANIA,GO,PONTALINA,GO,352,10979,129179,721285,"R$= 1.486.692,76","R$1.522,01","R$25,00","R$10,00"
2313,20/08/2021,4.0,5.0,6.0,007=,8.0,10.0,11.0,12.0,14.0,15.0,18.0,19.0,20.0,22.0,025,"R$17.804.= 190,00",0.0,,253,9784,123361,650855,"R$0= ,00","R$1.534,11","R$25,00","R$10,00","R$5,00","R$3.000.000,00","R$100.038.736,29",
2314,21/08/2021,1.0,2.0,7.0,008=,9.0,11.0,13.0,14.0,15.0,17.0,19.0,20.0,23.0,24.0,025,"R$19.582.= 230,00",5.0,CANAL ELETRONICO-- BRASILIADF ARAUCARIAPR SAO JOAO DA BARRARJ BAURUSP,CANAL ELETRONICO,--,BRASILIA,DF,ARAUCARIA,PR,SAO JOAO DA BARRA,RJ,BAURU,SP,413,12083
2315,23/08/2021,3.0,7.0,8.0,011=,12.0,13.0,14.0,16.0,17.0,18.0,19.0,21.0,22.0,23.0,025,"R$17.531.= 430,00",0.0,,216,8789,119604,604570,"R$0= ,00","R$1.902,61","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$100.683.750,42",
2316,24/08/2021,2.0,3.0,4.0,005=,6.0,9.0,10.0,13.0,14.0,15.0,16.0,17.0,19.0,24.0,025,"R$22.366.= 480,00",3.0,CANAL ELETRONICO-- PRUDENTOPOLISPR PIRACICABASP,CANAL ELETRONICO,--,PRUDENTOPOLIS,PR,PIRACICABA,SP,387,12011,147317,794589,"R$= 1.028.686,90","R$1.326,69"
2317,25/08/2021,1.0,2.0,3.0,005=,6.0,7.0,9.0,14.0,15.0,16.0,17.0,20.0,21.0,23.0,025,"R$16.753.= 742,50",0.0,,207,8544,108665,561698,"R$0= ,00","R$1.386,54","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$101.429.616,53",
2318,26/08/2021,2.0,5.0,6.0,007=,8.0,11.0,13.0,16.0,17.0,18.0,19.0,20.0,21.0,24.0,025,"R$21.869.= 882,50",0.0,,209,8695,121086,724145,"R$0= ,00","R$1.929,56","R$25,00","R$10,00","R$5,00","R$6.500.000,00","R$101.894.938,12",
2319,27/08/2021,2.0,3.0,8.0,012=,13.0,14.0,15.0,16.0,17.0,19.0,21.0,22.0,23.0,24.0,025,"R$33.801.= 657,50",1.0,CUIABAMT,CUIABA,MT,373,14630,214720,1120740,"R= $6.128.952,31","R$1.594,67","R$25,00","R$10,00","R$= 5,00","R$104.964.842,95"
2320,11/09/2021,1.0,2.0,3.0,005=,6.0,9.0,12.0,13.0,15.0,17.0,21.0,22.0,23.0,24.0,025,"R$517.424= .717,50",57.0,CANAL ELETRONICO-- BA CE DF ES GO MA MG MS MT PA PE PR RJ SC SE SP,CANAL ELETRONICO,--,,BA,,CE,,DF,,ES,,GO
2321,13/09/2021,1.0,2.0,6.0,007=,8.0,9.0,10.0,12.0,13.0,14.0,15.0,17.0,22.0,23.0,024,"R$19.202.= 465,00",0.0,,187,7283,105970,655457,"R$0= ,00","R$1.851,74","R$25,00","R$10,00","R$5,00","R$4.000.000,00","R$399.546,91",
2322,14/09/2021,1.0,2.0,5.0,006=,7.0,11.0,12.0,13.0,14.0,16.0,18.0,21.0,22.0,23.0,024,"R$29.533.= 590,00",0.0,,306,12047,164160,914113,"R$= 0,00","R$1.870,40","R$25,00","R$10,00","R$5,00","R$4.381.091,05","R$7.800.000,00","R$1.059.941,40"
2323,15/09/2021,1.0,4.0,7.0,008=,11.0,13.0,14.0,16.0,17.0,19.0,21.0,22.0,23.0,24.0,025,"R$43.757.= 230,00",5.0,CANAL ELETRONICO-- CAMACARIBA BRASILIADF SAO PAULOSP,CANAL ELETRONICO,--,CAMACARI,BA,BRASILIA,DF,SAO PAULO,SP,719,23636,280405,1493687
2324,16/09/2021,1.0,2.0,3.0,005=,8.0,9.0,10.0,11.0,13.0,14.0,16.0,17.0,19.0,20.0,025,"R$17.694.= 685,00",1.0,POCOS DE CALDASMG,POCOS DE CALDAS,MG,213,9258,122740,668265,"R$1= .245.784,39","R$1.751,93","R$25,00","R$10,00","R$5,= 00","R$0,00"
2325,17/09/2021,1.0,2.0,3.0,004=,5.0,6.0,7.0,8.0,9.0,14.0,17.0,18.0,21.0,23.0,025,"R$19.880.= 510,00",1.0,SUZANOSP,SUZANO,SP,235,8777,117987,658250,"R$1= .704.602,74","R$1.520,92","R$25,00","R$10,00","R$5,= 00","R$0,00"
2326,18/09/2021,2.0,3.0,4.0,005=,6.0,8.0,11.0,12.0,13.0,14.0,16.0,20.0,22.0,23.0,025,"R$16.894.= 435,00",1.0,IRETAMAPR,IRETAMA,PR,185,7301,101051,572532,"R$1= .418.330,48","R$1.607,53","R$25,00","R$10,00","R$5,= 00","R$0,00"
2327,20/09/2021,1.0,2.0,3.0,004=,6.0,7.0,8.0,11.0,13.0,15.0,17.0,19.0,20.0,21.0,025,"R$18.299.= 522,50",1.0,CANAL ELETRONICO--,CANAL ELETRONICO,--,255,10757,125348,656284,"R$= 1.357.993,82","R$1.595,18","R$25,00","R$10,00","R$5= ,00","R$0,00"
2328,21/09/2021,3.0,4.0,5.0,006=,7.0,8.0,9.0,11.0,14.0,15.0,17.0,20.0,21.0,23.0,025,"R$16.850.= 040,00",2.0,LAGO DA PEDRAMA SAO PAULOSP,LAGO DA PEDRA,MA,SAO PAULO,SP,232,8908,121524,612387,"R$6= 08.601,96","R$1.571,55","R$25,00","R$10,00"
2329,22/09/2021,1.0,3.0,4.0,005=,10.0,11.0,12.0,13.0,14.0,16.0,17.0,18.0,19.0,20.0,024,"R$18.398.= 847,50",2.0,UBERLANDIAMG,UBERLANDIA,MG,209,11403,105100,598692,"R$= 791.261,29","R$1.587,65","R$25,00","R$10,00","R$5,0= 0","R$2.649.235,68"
2330,23/09/2021,2.0,4.0,5.0,008=,10.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,20.0,22.0,023,"R$29.510.= 500,00",4.0,VACARIARS SAO PAULOSP,VACARIA,RS,SAO PAULO,SP,603,19346,212689,1025666,"R= $1.299.104,32","R$1.089,57","R$25,00","R$10,00"
2331,24/09/2021,3.0,4.0,5.0,007=,8.0,9.0,10.0,13.0,14.0,15.0,16.0,20.0,22.0,24.0,025,"R$19.297.= 285,00",3.0,POCO DAS TRINCHEIRASAL VILA VELHAES COROMANDELMG,POCO DAS TRINCHEIRAS,AL,VILA VELHA,ES,COROMANDEL,MG,298,10255,128395,691325,"R$= 487.298,54","R$1.469,44"
2332,25/09/2021,1.0,4.0,6.0,007=,8.0,9.0,10.0,11.0,14.0,17.0,18.0,20.0,22.0,24.0,025,"R$16.409.= 615,00",0.0,,222,7993,101060,545567,"R$0= ,00","R$1.859,41","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$5.191.608,25",
2333,27/09/2021,1.0,4.0,6.0,007=,8.0,9.0,10.0,11.0,13.0,15.0,17.0,18.0,19.0,20.0,023,"R$26.608.= 950,00",2.0,CANAL ELETRONICO-- FORTALEZACE,CANAL ELETRONICO,--,FORTALEZA,CE,288,12103,171302,935561,"R$= 1.739.664,68","R$1.529,81","R$25,00","R$10,00"
2334,28/09/2021,2.0,3.0,5.0,007=,13.0,14.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,24.0,025,"R$15.896.= 815,00",2.0,BRASILIADF SAO PAULOSP,BRASILIA,DF,SAO PAULO,SP,244,9854,112705,605486,"R$5= 40.425,33","R$1.326,87","R$25,00","R$10,00"
2335,29/09/2021,2.0,3.0,4.0,005=,6.0,7.0,9.0,13.0,15.0,16.0,19.0,21.0,22.0,24.0,025,"R$17.276.= 825,00",0.0,,236,9289,114013,604972,"R$0= ,00","R$1.703,37","R$25,00","R$10,00","R$5,00","R$3.600.000,00","R$6.286.160,59",
2336,30/09/2021,1.0,3.0,4.0,006=,10.0,11.0,12.0,13.0,14.0,16.0,17.0,18.0,20.0,22.0,025,"R$24.938.= 265,00",1.0,TUCURUIPA,TUCURUI,PA,385,14583,178880,894420,"R$= 3.158.457,35","R$1.413,20","R$25,00","R$10,00","R$5= ,00","R$0,00"
2337,01/10/2021,1.0,2.0,4.0,005=,6.0,8.0,9.0,10.0,11.0,14.0,16.0,19.0,20.0,21.0,024,"R$19.515.= 302,50",3.0,RIBEIRA DO POMBALBA MURIAEMG TEOFILO OTONIMG,RIBEIRA DO POMBAL,BA,MURIAE,MG,TEOFILO OTONI,MG,308,14976,118515,633174,"R$= 540.252,41","R$1.576,23"
2338,02/10/2021,1.0,2.0,3.0,004=,5.0,7.0,8.0,10.0,11.0,12.0,13.0,15.0,16.0,19.0,021,"R$16.999.= 047,50",1.0,SAO PAULOSP,SAO PAULO,SP,304,9066,121385,579068,"R$1= .316.429,24","R$1.297,11","R$25,00","R$10,00","R$5,= 00","R$0,00"
2339,04/10/2021,1.0,3.0,6.0,007=,8.0,10.0,11.0,14.0,18.0,19.0,20.0,22.0,23.0,24.0,025,"R$19.084.= 127,50",2.0,CANAL ELETRONICO--,CANAL ELETRONICO,--,334,9813,132793,682824,"R$7= 12.973,96","R$1.278,82","R$25,00","R$10,00","R$5,00=","R$2.184.462,45"
2340,05/10/2021,2.0,5.0,7.0,008=,9.0,11.0,12.0,13.0,14.0,17.0,18.0,20.0,22.0,23.0,025,"R$28.404.= 785,00",6.0,MANAUSAM ANAPOLISGO LAGESSC TIMBOSC BERTIOGASP SAO PAULOSP,MANAUS,AM,ANAPOLIS,GO,LAGES,SC,TIMBO,SC,BERTIOGA,SP,SAO PAULO,SP
2341,06/10/2021,2.0,4.0,5.0,007=,9.0,11.0,12.0,14.0,15.0,19.0,20.0,21.0,22.0,24.0,025,"R$19.960.= 807,50",3.0,SANTA INESMA SANTAREMPA RIBEIRAO PRETOSP,SANTA INES,MA,SANTAREM,PA,RIBEIRAO PRETO,SP,576,15183,143052,691461,"R$= 489.784,92","R$764,11"
2342,07/10/2021,1.0,2.0,3.0,004=,9.0,10.0,13.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,025,"R$18.388.= 430,00",0.0,,200,8288,111488,627648,"R$0= ,00","R$1.597,54","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$8.915.027,45",
2343,08/10/2021,1.0,2.0,5.0,009=,12.0,15.0,16.0,17.0,18.0,19.0,20.0,22.0,23.0,24.0,025,"R$30.981.= 925,00",1.0,GOIANIAGO,GOIANIA,GO,327,12835,181424,1039505,"R= $4.170.344,57","R$1.697,01","R$25,00","R$10,00","R$= 5,00","R$0,00"
2344,09/10/2021,1.0,3.0,4.0,006=,7.0,9.0,10.0,11.0,12.0,13.0,16.0,17.0,19.0,20.0,021,"R$17.467.= 060,00",2.0,VIEIRASMG GUARAPUAVAPR,VIEIRAS,MG,GUARAPUAVA,PR,333,9881,119051,623162,"R$6= 55.041,73","R$1.178,44","R$25,00","R$10,00"
2345,11/10/2021,3.0,6.0,7.0,009=,10.0,11.0,12.0,14.0,16.0,17.0,19.0,20.0,23.0,24.0,025,"R$20.061.= 230,00",2.0,CURITIBAPR RIO DE JANEIRORJ,CURITIBA,PR,RIO DE JANEIRO,RJ,270,9704,125638,702725,"R$7= 99.414,59","R$1.773,74","R$25,00","R$10,00"
2346,13/10/2021,1.0,4.0,5.0,008=,10.0,11.0,12.0,14.0,16.0,17.0,18.0,19.0,21.0,22.0,025,"R$20.774.= 075,00",2.0,RIO DE JANEIRORJ ARACAJUSE,RIO DE JANEIRO,RJ,ARACAJU,SE,209,9288,121703,687902,"R$8= 93.350,27","R$1.792,49","R$25,00","R$10,00"
2347,14/10/2021,2.0,3.0,5.0,006=,8.0,9.0,11.0,13.0,15.0,16.0,17.0,19.0,21.0,24.0,025,"R$17.028.= 622,50",11.0,CANAL ELETRONICO-- BRASILIADF SAO LUISMA BELO HORIZONTEMG CARUARUPE TIMBOSC SAO PAULOSP,CANAL ELETRONICO,--,BRASILIA,DF,SAO LUIS,MA,BELO HORIZONTE,MG,CARUARU,PE,TIMBO,SC
2348,15/10/2021,1.0,2.0,5.0,008=,9.0,11.0,13.0,14.0,15.0,17.0,19.0,20.0,22.0,23.0,024,"R$19.899.= 760,00",5.0,MARACACUMEMA SAO LUISMA NOVA PORTEIRINHAMG NOVO ORIENTE DO PIAUIPI SAO PAULOSP,MARACACUME,MA,SAO LUIS,MA,NOVA PORTEIRINHA,MG,NOVO ORIENTE DO PIAUI,PI,SAO PAULO,SP,594,13732
2349,16/10/2021,2.0,5.0,6.0,009=,10.0,11.0,12.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,023,"R$16.767.= 192,50",0.0,,225,7486,95370,534354,"R$0,= 00","R$1.397,74","R$25,00","R$10,00","R$5,00","R$6.100.000,00","R$11.648.753,07",
2350,18/10/2021,2.0,3.0,4.0,005=,6.0,7.0,8.0,9.0,10.0,15.0,17.0,19.0,21.0,22.0,025,"R$35.835.= 007,50",1.0,RECIFEPE,RECIFE,PE,366,14805,207197,1210406,"R= $7.353.473,42","R$1.750,47","R$25,00","R$10,00","R$= 5,00","R$0,00"
2351,19/10/2021,1.0,3.0,4.0,005=,6.0,7.0,8.0,9.0,10.0,12.0,14.0,15.0,20.0,23.0,024,"R$16.409.= 247,50",1.0,GUARUJA DO SULSC,GUARUJA DO SUL,SC,170,6791,111986,540880,"R$1= .353.808,22","R$1.669,78","R$25,00","R$10,00","R$5,= 00","R$0,00"
2352,20/10/2021,3.0,4.0,7.0,008=,11.0,12.0,15.0,16.0,17.0,18.0,20.0,22.0,23.0,24.0,025,"R$18.271.= 380,00",1.0,GOIANIAGO,GOIANIA,GO,214,8495,114022,615793,"R$1= .514.262,12","R$1.483,68","R$25,00","R$10,00","R$5,= 00","R$0,00"
2353,21/10/2021,1.0,2.0,3.0,007=,8.0,12.0,13.0,14.0,15.0,16.0,18.0,20.0,23.0,24.0,025,"R$16.437.= 892,50",2.0,QUIRINOPOLISGO CARMO DO CAJURUMG,QUIRINOPOLIS,GO,CARMO DO CAJURU,MG,309,10507,113697,588091,"R$= 604.502,63","R$1.171,98","R$25,00","R$10,00"
2354,22/10/2021,1.0,2.0,5.0,006=,9.0,10.0,11.0,12.0,13.0,16.0,17.0,18.0,19.0,20.0,021,"R$19.114.= 905,00",4.0,ANAPOLISGO SAO LUISMA DRACENASP OSASCOSP,ANAPOLIS,GO,SAO LUIS,MA,DRACENA,SP,OSASCO,SP,557,14712,139152,667677
2355,23/10/2021,2.0,3.0,4.0,005=,6.0,8.0,9.0,10.0,11.0,12.0,18.0,19.0,20.0,21.0,025,"R$16.251.= 635,00",1.0,SAO CAETANO DO SULSP,SAO CAETANO DO SUL,SP,238,8456,102062,574838,"R$1= .275.471,22","R$1.605,26","R$25,00","R$10,00","R$5,= 00","R$0,00"
2356,25/10/2021,3.0,5.0,6.0,007=,8.0,9.0,10.0,13.0,16.0,18.0,19.0,20.0,21.0,22.0,025,"R$18.525.= 365,00",0.0,,200,8011,110168,664414,"R$0= ,00","R$1.550,06","R$25,00","R$10,00","R$5,00","R$4.000.000,00","R$14.375.470,30",
2357,26/10/2021,1.0,2.0,4.0,006=,7.0,8.0,9.0,10.0,12.0,13.0,14.0,20.0,23.0,24.0,025,"R$27.018.= 310,00",3.0,CANAL ELETRONICO-- SAO PAULOSP,CANAL ELETRONICO,--,SAO PAULO,SP,363,12885,174709,961118,"R$= 1.192.683,08","R$1.732,48","R$25,00","R$10,00"
2358,27/10/2021,4.0,5.0,6.0,007=,8.0,11.0,12.0,14.0,15.0,16.0,17.0,20.0,23.0,24.0,025,"R$17.615.= 145,00",1.0,SAO PAULOSP,SAO PAULO,SP,269,7873,103289,551713,"R$1= .583.182,24","R$1.762,91","R$25,00","R$10,00","R$5,= 00","R$0,00"
2359,28/10/2021,3.0,4.0,5.0,006=,7.0,12.0,14.0,15.0,17.0,19.0,20.0,21.0,22.0,23.0,024,"R$15.942.= 295,00",1.0,SAO PAULOSP,SAO PAULO,SP,259,8687,101721,538941,"R$1= .294.142,38","R$1.496,70","R$25,00","R$10,00","R$5,= 00","R$2.127.705,75"
2360,29/10/2021,3.0,5.0,6.0,008=,11.0,12.0,13.0,15.0,17.0,18.0,19.0,21.0,22.0,23.0,025,"R$30.581.= 115,00",1.0,IGARASSUPE,IGARASSU,PE,546,20726,238703,1191075,"R= $4.343.470,35","R$1.046,75","R$25,00","R$10,00","R$= 5,00","R$0,00"
2361,30/10/2021,3.0,4.0,5.0,007=,10.0,12.0,13.0,14.0,16.0,18.0,19.0,21.0,22.0,23.0,024,"R$16.446.= 422,50",2.0,CANAL ELETRONICO-- GOIANIAGO,CANAL ELETRONICO,--,GOIANIA,GO,256,9040,105321,569706,"R$6= 51.387,16","R$1.524,34","R$25,00","R$10,00"
2362,01/11/2021,1.0,4.0,6.0,007=,8.0,10.0,11.0,12.0,14.0,18.0,19.0,21.0,22.0,24.0,025,"R$19.410.= 222,50",0.0,,225,9046,118369,620365,"R$0= ,00","R$1.578,41","R$25,00","R$10,00","R$5,00","R$4.000.000,00","R$16.766.133,64",
2363,03/11/2021,1.0,2.0,3.0,004=,8.0,11.0,12.0,13.0,14.0,15.0,20.0,21.0,22.0,24.0,025,"R$31.310.= 290,00",1.0,BOM JESUS DA LAPABA,BOM JESUS DA LAPA,BA,356,19670,156735,978445,"R$= 4.567.568,84","R$1.692,63","R$25,00","R$10,00","R$5= ,00","R$0,00"
2364,04/11/2021,1.0,5.0,6.0,007=,8.0,9.0,10.0,11.0,13.0,15.0,16.0,17.0,18.0,22.0,024,"R$17.278.= 965,00",0.0,,220,8309,107403,585915,"R$0= ,00","R$1.356,36","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$17.805.716,29",
2365,05/11/2021,2.0,7.0,8.0,009=,11.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,025,"R$28.629.= 397,50",0.0,,337,12308,164359,944652,"R$= 0,00","R$1.548,97","R$25,00","R$10,00","R$5,00","R$3.912.681,48","R$7.500.000,00","R$18.408.027,15"
2366,06/11/2021,1.0,3.0,5.0,007=,10.0,11.0,13.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,025,"R$31.727.= 087,50",19.0,MANAUSAM BRASILIADF CRISTALINAGO GUAPOGO PIRACANJUBAGO BELO HORIZONTEMG GUAMIRANGAPR QUEDAS DO IGUACUPR RIO DE JANEIRORJ SEROPEDICARJ PORTO VELHORO TAIOSC BAURUSP GUARUJASP PARAPUASP SAO PAULOSP VINHEDOSP VOTUPORANGASP,MANAUS,AM,BRASILIA,DF,CRISTALINA,GO,GUAPO,GO,PIRACANJUBA,GO,BELO HORIZONTE,MG
2367,08/11/2021,2.0,3.0,5.0,008=,9.0,10.0,11.0,12.0,14.0,16.0,17.0,19.0,22.0,23.0,025,"R$19.924.= 765,00",10.0,CANAL ELETRONICO-- BELO HORIZONTEMG UBERABAMG RIO DE JANEIRORJ URUGUAIANARS BARUERISP HORTOLANDIASP ITUSP MOCOCASP SAO PAULOSP,CANAL ELETRONICO,--,BELO HORIZONTE,MG,UBERABA,MG,RIO DE JANEIRO,RJ,URUGUAIANA,RS,BARUERI,SP
2368,09/11/2021,2.0,3.0,4.0,007=,8.0,9.0,10.0,11.0,12.0,14.0,16.0,18.0,19.0,22.0,023,"R$17.689.= 625,00",2.0,PATROCINIO DO MURIAEMG NOVA MUTUMMT,PATROCINIO DO MURIAE,MG,NOVA MUTUM,MT,424,12063,139829,622568,"R$= 619.697,19","R$875,58","R$25,00","R$10,00"
2369,10/11/2021,2.0,3.0,5.0,008=,9.0,10.0,11.0,12.0,13.0,14.0,15.0,22.0,23.0,24.0,025,"R$19.916.= 785,00",1.0,CACHOEIRO DE ITAPEMIRIMES,CACHOEIRO DE ITAPEMIRIM,ES,302,10565,140534,749863,"R$= 1.395.373,49","R$1.384,00","R$25,00","R$10,00","R$5= ,00","R$2.501.882,46"
2370,11/11/2021,1.0,7.0,8.0,009=,10.0,11.0,12.0,13.0,14.0,16.0,19.0,20.0,21.0,24.0,025,"R$29.262.= 107,50",1.0,HORTOLANDIASP,HORTOLANDIA,SP,315,12752,171543,1012534,"R= $5.318.347,15","R$1.614,38","R$25,00","R$10,00","R$= 5,00","R$0,00"
2371,12/11/2021,3.0,5.0,6.0,008=,11.0,12.0,13.0,14.0,15.0,19.0,21.0,22.0,23.0,24.0,025,"R$19.651.= 192,50",0.0,,297,11865,137907,714421,"R$= 0,00","R$1.431,74","R$25,00","R$10,00","R$5,00","R$1.419.610,50","R$4.000.000,00","R$20.724.207,75"
2372,13/11/2021,1.0,2.0,4.0,005=,7.0,8.0,11.0,13.0,14.0,15.0,19.0,20.0,21.0,22.0,024,"R$24.099.= 077,50",0.0,,363,12633,155221,822764,"R$= 0,00","R$1.599,06","R$25,00","R$10,00","R$5,00","R$3.357.461,77","R$6.500.000,00","R$21.193.042,74"
2373,16/11/2021,2.0,3.0,4.0,005=,6.0,7.0,8.0,10.0,13.0,14.0,15.0,17.0,21.0,24.0,025,"R$38.419.= 025,00",1.0,PORTO ALEGRERS,PORTO ALEGRE,RS,443,17016,236986,1339239,"R= $6.466.287,24","R$1.471,45","R$25,00","R$10,00","R$= 5,00","R$0,00"
2374,17/11/2021,1.0,3.0,5.0,007=,9.0,10.0,14.0,15.0,16.0,17.0,20.0,21.0,22.0,23.0,025,"R$18.876.= 387,50",1.0,SAO BENTO DO SULSC,SAO BENTO DO SUL,SC,322,12572,145179,702246,"R$= 1.261.027,79","R$1.173,06","R$25,00","R$10,00","R$5= ,00","R$1.246.341,12"
2375,18/11/2021,4.0,5.0,8.0,011=,12.0,13.0,14.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,025,"R$16.539.= 532,50",1.0,SAO PAULOSP,SAO PAULO,SP,202,7813,117594,593055,"R$1= .229.672,74","R$1.823,44","R$25,00","R$10,00","R$5,= 00","R$0,00"
2376,19/11/2021,1.0,2.0,4.0,006=,8.0,9.0,14.0,15.0,16.0,17.0,19.0,21.0,22.0,23.0,024,"R$19.301.= 867,50",2.0,SANTO ANDRESP,SANTO ANDRE,SP,306,9130,103669,568942,"R$9= 23.922,98","R$1.808,83","R$25,00","R$10,00","R$5,00=","R$0,00"
2377,20/11/2021,1.0,2.0,3.0,004=,5.0,6.0,8.0,9.0,10.0,12.0,14.0,18.0,19.0,20.0,024,"R$15.068.= 362,50",3.0,CANAL ELETRONICO-- SALVADORBA,CANAL ELETRONICO,--,SALVADOR,BA,238,11845,100542,532942,"R$= 371.197,33","R$1.401,53","R$25,00","R$10,00"
2378,22/11/2021,1.0,2.0,3.0,004=,5.0,10.0,12.0,14.0,15.0,16.0,17.0,21.0,23.0,24.0,025,"R$18.031.= 817,50",1.0,BARREIRASBA,BARREIRAS,BA,165,7391,104632,583093,"R$1= .592.881,07","R$2.024,19","R$25,00","R$10,00","R$5,= 00","R$0,00"
2379,23/11/2021,1.0,2.0,3.0,005=,7.0,8.0,9.0,11.0,12.0,15.0,16.0,20.0,23.0,24.0,025,"R$15.552.= 147,50",3.0,GOIANIAGO BOM JARDIMMA COROADOSSP,GOIANIA,GO,BOM JARDIM,MA,COROADOS,SP,269,8410,99787,556289,"R$39= 8.164,76","R$1.330,10"
2380,24/11/2021,1.0,3.0,5.0,006=,7.0,9.0,10.0,11.0,13.0,14.0,15.0,17.0,21.0,22.0,024,"R$27.492.= 897,50",1.0,MOSSORORN,MOSSORO,RN,593,18501,211383,1056997,"R= $4.416.546,22","R$889,35","R$25,00","R$10,00","R$5,= 00","R$0,00"
